Team,VenueName,City,State,Round,DistanceMiles,AdvantageScore
NC State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,511.0,0.4267
Sacred Heart,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,511.1,0.4267
Fairfield,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,511.3,0.4265
Hampton,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,512.2,0.4259
Furman,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,513.4,0.425
Vermont,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,516.1,0.4231
Tennessee-Martin,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,517.6,0.422
Chattanooga,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,518.2,0.4216
Old Dominion,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,520.2,0.4202
Stony Brook,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,522.2,0.4188
Winthrop,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,522.9,0.4183
Yale,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,523.5,0.4179
Norfolk State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,523.9,0.4176
New Haven,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,524.4,0.4172
Quinnipiac,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,526.3,0.4159
Central Connecticut State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,529.8,0.4136
Clemson,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,530.2,0.4132
Campbell,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,532.1,0.4119
Minnesota,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,537.6,0.4082
Missouri,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,539.8,0.4067
Iowa State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,542.2,0.4051
Drake,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,546.5,0.4022
East Carolina,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,551.3,0.399
Dartmouth,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,551.3,0.399
Connecticut,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,555.1,0.3965
Alabama A&M,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,555.4,0.3962
Holy Cross,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,574.6,0.3838
Kennesaw State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,579.6,0.3806
Georgia,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,580.7,0.3799
South Carolina,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,587.2,0.3758
Bryant,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,590.5,0.3738
Merrimack,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,591.0,0.3734
Providence,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,596.3,0.3702
Georgia Tech,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,596.3,0.3702
Rhode Island,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,597.7,0.3693
Georgia State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,597.7,0.3693
Brown,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,597.9,0.3692
Massachusetts-Lowell,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,597.9,0.3692
Arkansas State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,606.4,0.364
Jacksonville State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,606.5,0.3639
Boston College,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,606.6,0.3638
Harvard,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,608.8,0.3625
Boston University,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,609.9,0.3619
Massachusetts,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,610.2,0.3617
Northeastern,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,610.6,0.3614
Stonehill,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,612.8,0.3601
West Georgia,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,615.8,0.3583
New Hampshire,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,616.4,0.358
South Carolina State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,622.6,0.3543
Coastal Carolina,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,629.9,0.35
Kansas City,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,641.9,0.343
UAB,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,643.9,0.3419
Samford,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,646.1,0.3407
Missouri State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,648.1,0.3395
Lafayette,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,652.9,0.3368
Mississippi,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,653.1,0.3367
Mercer,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,658.0,0.334
Charleston Southern,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,666.8,0.3291
Creighton,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,667.4,0.3288
Omaha,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,670.8,0.3269
Alabama,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,676.4,0.3239
Kansas,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,680.7,0.3216
Auburn,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,686.7,0.3184
Georgia Southern,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,688.9,0.3172
Mississippi State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,689.7,0.3168
South Dakota State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,703.4,0.3096
South Dakota,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,705.7,0.3085
Nebraska,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,710.5,0.306
Alabama State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,711.8,0.3053
Central Arkansas,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,712.5,0.305
Little Rock,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,726.3,0.298
Mississippi Valley State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,727.3,0.2975
Arkansas,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,733.9,0.2943
Kansas State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,739.5,0.2916
Maine,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,740.3,0.2912
Arkansas-Pine Bluff,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,741.1,0.2908
North Dakota State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,745.1,0.2888
Troy,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,745.4,0.2887
North Dakota,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,783.0,0.2712
Jackson State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,796.8,0.265
Tulsa,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,810.2,0.2592
Oral Roberts,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,814.6,0.2573
Wichita State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,816.7,0.2564
Florida State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,825.0,0.2528
Florida A&M,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,826.3,0.2523
Jacksonville,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,832.1,0.2499
Southern Mississippi,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,835.8,0.2483
Louisiana-Monroe,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,837.8,0.2475
Alcorn State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,848.4,0.2432
St. Thomas,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,849.1,0.2429
South Alabama,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,853.1,0.2413
North Alabama,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,853.1,0.2413
Louisiana Tech,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,857.2,0.2396
Grambling,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,860.0,0.2385
Oklahoma State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,863.3,0.2372
Florida,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,878.3,0.2313
Southeastern Louisiana,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,914.0,0.218
Bethune-Cookman,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,914.1,0.2179
Northwestern State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,916.5,0.2171
Oklahoma,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,917.1,0.2168
Stetson,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,924.5,0.2142
New Orleans,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,935.4,0.2103
Louisiana State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,939.4,0.2089
Louisiana,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,939.4,0.2089
East Texas A&M,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,940.7,0.2085
Tulane,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,942.2,0.208
UCF,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,955.1,0.2035
Nicholls State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,968.2,0.1992
Stephen F. Austin,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,976.6,0.1964
Saint Mary's,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,986.6,0.1931
North Florida,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,986.6,0.1931
South Florida,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,986.7,0.1931
Southern Methodist,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,995.4,0.1903
McNeese,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1011.6,0.1853
UT Arlington,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1014.5,0.1844
Texas Christian,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1025.8,0.1809
Lamar,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1046.9,0.1747
Sam Houston,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1058.9,0.1712
Baylor,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1073.5,0.1671
Tarleton State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1085.4,0.1638
Texas A&M,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1093.9,0.1615
Florida Gulf Coast,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1099.4,0.16
Houston,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1107.4,0.1579
Texas Southern,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1107.9,0.1578
Prairie View A&M,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1108.8,0.1575
Rice,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1109.7,0.1573
Houston Christian,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1114.7,0.156
Northern Colorado,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1127.2,0.1528
Florida Atlantic,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1132.9,0.1513
Abilene Christian,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1136.9,0.1503
Colorado State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1144.1,0.1486
Denver,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1153.6,0.1462
Florida International,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1156.0,0.1456
Wyoming,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1157.7,0.1452
Miami (FL),Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1159.4,0.1448
Air Force,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1162.5,0.1441
Colorado,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1163.0,0.144
Texas,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1163.6,0.1438
Texas Tech,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1187.2,0.1382
Texas State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1192.3,0.1371
UTSA,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1234.9,0.1277
Incarnate Word,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1235.1,0.1276
Navy,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1287.6,0.1169
New Mexico,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1360.1,0.1036
Texas-Rio Grande Valley,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1399.4,0.0971
Montana State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1404.2,0.0963
Utah State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1468.8,0.0865
New Mexico State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1468.9,0.0864
North Texas,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1477.5,0.0852
UTEP,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1477.6,0.0852
Weber State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1483.5,0.0844
Brigham Young,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1484.3,0.0843
Utah,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1485.1,0.0842
Idaho State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1486.9,0.0839
Utah Valley,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1487.3,0.0838
Montana,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1541.8,0.0766
Northern Arizona,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1609.4,0.0684
Southern Utah,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1612.2,0.0681
Utah Tech,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1651.9,0.0637
Boise State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1666.7,0.0622
Arizona,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1674.8,0.0613
Arizona State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1681.0,0.0607
Idaho,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1686.5,0.0602
Grand Canyon,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1687.6,0.06
Washington State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1692.6,0.0595
Gonzaga,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1703.0,0.0585
Eastern Washington,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1711.6,0.0577
Long Island University,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1742.3,0.0548
Nevada-Las Vegas,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1759.4,0.0533
Nevada,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1913.3,0.0412
Washington,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1930.8,0.04
Seattle,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1931.9,0.04
UC Riverside,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1935.7,0.0397
California Baptist,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1941.3,0.0393
San Diego State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1961.5,0.038
Portland State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1964.1,0.0379
Portland,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1964.1,0.0379
UC San Diego,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1965.7,0.0378
Cal State Fullerton,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1966.0,0.0378
San Diego,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1966.0,0.0378
Queens (NC),Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1969.7,0.0375
UC Irvine,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1971.5,0.0374
Fresno State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1974.4,0.0372
Long Beach State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1981.0,0.0368
Southern California,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1982.0,0.0368
Southern,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1982.0,0.0368
Pacific,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1984.3,0.0366
Cal State Northridge,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1987.2,0.0364
UCLA,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1988.6,0.0364
Mount St. Mary's,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1990.0,0.0363
Loyola Marymount,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1990.4,0.0362
Oregon,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,1999.3,0.0357
Oregon State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,2003.2,0.0355
Sacramento State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,2016.7,0.0347
UC Davis,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,2036.2,0.0336
UC Santa Barbara,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,2049.2,0.0329
Cal Poly,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,2064.1,0.0321
San Jose State,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,2070.4,0.0317
Santa Clara,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,2072.8,0.0316
California,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,2074.9,0.0315
Stanford,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,2082.6,0.0311
San Francisco,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,2090.9,0.0307
Richmond,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,3745.5,0.0019
Pepperdine,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,3748.9,0.0019
Maryland,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,4319.9,0.0007
Hawaii,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,4477.9,0.0006
Siena,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,4497.5,0.0006
Wagner,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,5117.8,0.0002
FDU,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,6508.2,0.0
Presbyterian,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,6708.4,0.0
Army,Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,7114.1,0.0
Saint Francis (PA),Little Caesars Arena,Detroit,MI,Sweet 16/Elite 8,7489.7,0.0
Albany (NY),MVP Arena,Albany,NY,First/Second,4.2,0.9931
Marist,MVP Arena,Albany,NY,First/Second,64.9,0.8974
Central Connecticut State,MVP Arena,Albany,NY,First/Second,83.5,0.8701
Colgate,MVP Arena,Albany,NY,First/Second,91.2,0.859
Quinnipiac,MVP Arena,Albany,NY,First/Second,96.1,0.852
Connecticut,MVP Arena,Albany,NY,First/Second,96.6,0.8513
Sacred Heart,MVP Arena,Albany,NY,First/Second,102.2,0.8433
New Haven,MVP Arena,Albany,NY,First/Second,102.5,0.8429
Dartmouth,MVP Arena,Albany,NY,First/Second,103.5,0.8416
Holy Cross,MVP Arena,Albany,NY,First/Second,103.5,0.8416
Yale,MVP Arena,Albany,NY,First/Second,104.2,0.8406
Fairfield,MVP Arena,Albany,NY,First/Second,106.3,0.8377
Iona,MVP Arena,Albany,NY,First/Second,119.2,0.8198
Binghamton,MVP Arena,Albany,NY,First/Second,119.6,0.8193
Merrimack,MVP Arena,Albany,NY,First/Second,119.9,0.8188
Syracuse,MVP Arena,Albany,NY,First/Second,122.3,0.8156
Fordham,MVP Arena,Albany,NY,First/Second,123.9,0.8134
Massachusetts-Lowell,MVP Arena,Albany,NY,First/Second,123.9,0.8134
Davidson,MVP Arena,Albany,NY,First/Second,124.1,0.8131
Bryant,MVP Arena,Albany,NY,First/Second,124.1,0.8131
Stony Brook,MVP Arena,Albany,NY,First/Second,124.8,0.8122
Manhattan,MVP Arena,Albany,NY,First/Second,127.6,0.8085
Columbia,MVP Arena,Albany,NY,First/Second,127.9,0.808
Vermont,MVP Arena,Albany,NY,First/Second,128.9,0.8066
Providence,MVP Arena,Albany,NY,First/Second,131.2,0.8036
Rhode Island,MVP Arena,Albany,NY,First/Second,132.6,0.8017
St. John's (NY),MVP Arena,Albany,NY,First/Second,133.2,0.801
Brown,MVP Arena,Albany,NY,First/Second,133.2,0.8009
Boston College,MVP Arena,Albany,NY,First/Second,133.6,0.8003
NJIT,MVP Arena,Albany,NY,First/Second,133.8,0.8001
Hofstra,MVP Arena,Albany,NY,First/Second,134.0,0.7999
Saint Peter's,MVP Arena,Albany,NY,First/Second,134.0,0.7998
Seton Hall,MVP Arena,Albany,NY,First/Second,134.3,0.7994
Harvard,MVP Arena,Albany,NY,First/Second,135.6,0.7977
Boston University,MVP Arena,Albany,NY,First/Second,136.7,0.7962
Massachusetts,MVP Arena,Albany,NY,First/Second,137.0,0.7959
Northeastern,MVP Arena,Albany,NY,First/Second,137.6,0.795
Cornell,MVP Arena,Albany,NY,First/Second,139.3,0.7928
Stonehill,MVP Arena,Albany,NY,First/Second,142.7,0.7884
New Hampshire,MVP Arena,Albany,NY,First/Second,146.1,0.7839
Rutgers,MVP Arena,Albany,NY,First/Second,154.7,0.7727
Lehigh,MVP Arena,Albany,NY,First/Second,164.3,0.7605
Monmouth,MVP Arena,Albany,NY,First/Second,164.5,0.7602
Princeton,MVP Arena,Albany,NY,First/Second,166.6,0.7576
Rider,MVP Arena,Albany,NY,First/Second,171.6,0.7513
La Salle,MVP Arena,Albany,NY,First/Second,194.7,0.7229
Temple,MVP Arena,Albany,NY,First/Second,198.4,0.7185
Villanova,MVP Arena,Albany,NY,First/Second,198.6,0.7182
Saint Joseph's,MVP Arena,Albany,NY,First/Second,199.0,0.7177
Bucknell,MVP Arena,Albany,NY,First/Second,199.6,0.7171
Drexel,MVP Arena,Albany,NY,First/Second,200.6,0.7159
Pennsylvania,MVP Arena,Albany,NY,First/Second,201.1,0.7152
Delaware,MVP Arena,Albany,NY,First/Second,230.1,0.6814
St. Bonaventure,MVP Arena,Albany,NY,First/Second,244.5,0.6653
Penn State,MVP Arena,Albany,NY,First/Second,247.3,0.6622
Delaware State,MVP Arena,Albany,NY,First/Second,257.0,0.6516
Buffalo,MVP Arena,Albany,NY,First/Second,257.5,0.651
Canisius,MVP Arena,Albany,NY,First/Second,259.1,0.6493
Niagara,MVP Arena,Albany,NY,First/Second,269.2,0.6384
Towson,MVP Arena,Albany,NY,First/Second,270.5,0.6371
Morgan State,MVP Arena,Albany,NY,First/Second,271.9,0.6356
Loyola (MD),MVP Arena,Albany,NY,First/Second,272.7,0.6348
Coppin State,MVP Arena,Albany,NY,First/Second,276.0,0.6312
Maryland-Baltimore County,MVP Arena,Albany,NY,First/Second,280.9,0.6261
Memphis,MVP Arena,Albany,NY,First/Second,292.5,0.6142
Maine,MVP Arena,Albany,NY,First/Second,297.8,0.6088
Howard,MVP Arena,Albany,NY,First/Second,309.1,0.5974
American,MVP Arena,Albany,NY,First/Second,310.2,0.5963
George Washington,MVP Arena,Albany,NY,First/Second,311.2,0.5953
Georgetown,MVP Arena,Albany,NY,First/Second,311.5,0.595
George Mason,MVP Arena,Albany,NY,First/Second,322.9,0.5839
Maryland-Eastern Shore,MVP Arena,Albany,NY,First/Second,323.0,0.5838
Mercyhurst,MVP Arena,Albany,NY,First/Second,323.6,0.5832
Pittsburgh,MVP Arena,Albany,NY,First/Second,355.2,0.5532
Duquesne,MVP Arena,Albany,NY,First/Second,356.9,0.5517
Robert Morris,MVP Arena,Albany,NY,First/Second,364.5,0.5447
Youngstown State,MVP Arena,Albany,NY,First/Second,370.1,0.5396
West Virginia,MVP Arena,Albany,NY,First/Second,383.9,0.5274
James Madison,MVP Arena,Albany,NY,First/Second,396.0,0.5169
Virginia Commonwealth,MVP Arena,Albany,NY,First/Second,403.2,0.5107
Kent State,MVP Arena,Albany,NY,First/Second,403.5,0.5104
William & Mary,MVP Arena,Albany,NY,First/Second,403.7,0.5103
Virginia,MVP Arena,Albany,NY,First/Second,404.9,0.5092
Hampton,MVP Arena,Albany,NY,First/Second,412.5,0.5029
Akron,MVP Arena,Albany,NY,First/Second,413.5,0.502
Cleveland State,MVP Arena,Albany,NY,First/Second,413.6,0.5019
St. Thomas,MVP Arena,Albany,NY,First/Second,418.5,0.4978
Old Dominion,MVP Arena,Albany,NY,First/Second,420.8,0.4959
Norfolk State,MVP Arena,Albany,NY,First/Second,422.5,0.4945
Longwood,MVP Arena,Albany,NY,First/Second,443.5,0.4775
VMI,MVP Arena,Albany,NY,First/Second,449.9,0.4725
Liberty,MVP Arena,Albany,NY,First/Second,464.1,0.4614
Detroit Mercy,MVP Arena,Albany,NY,First/Second,477.7,0.4511
Oakland,MVP Arena,Albany,NY,First/Second,479.9,0.4494
Ohio,MVP Arena,Albany,NY,First/Second,492.0,0.4405
Eastern Michigan,MVP Arena,Albany,NY,First/Second,503.6,0.432
Michigan,MVP Arena,Albany,NY,First/Second,507.6,0.4291
Toledo,MVP Arena,Albany,NY,First/Second,509.3,0.4279
Bowling Green,MVP Arena,Albany,NY,First/Second,514.1,0.4245
Ohio State,MVP Arena,Albany,NY,First/Second,514.3,0.4243
Virginia Tech,MVP Arena,Albany,NY,First/Second,515.1,0.4238
Radford,MVP Arena,Albany,NY,First/Second,524.0,0.4176
East Carolina,MVP Arena,Albany,NY,First/Second,524.4,0.4173
Saint Mary's,MVP Arena,Albany,NY,First/Second,526.5,0.4158
Duke,MVP Arena,Albany,NY,First/Second,536.5,0.4089
North Carolina A&T,MVP Arena,Albany,NY,First/Second,536.8,0.4087
North Carolina Central,MVP Arena,Albany,NY,First/Second,536.9,0.4087
Marshall,MVP Arena,Albany,NY,First/Second,540.6,0.4062
NC State,MVP Arena,Albany,NY,First/Second,543.2,0.4044
Michigan State,MVP Arena,Albany,NY,First/Second,544.4,0.4036
North Carolina,MVP Arena,Albany,NY,First/Second,545.3,0.403
Elon,MVP Arena,Albany,NY,First/Second,546.3,0.4023
